Comment,Emotion,cleaned_text,tokens,processed_tokens,processed_text
i feel that i was innocent i did not want to hurt anyone,joy,i feel that i was innocent i did not want to hurt anyone,"['i', 'feel', 'that', 'i', 'was', 'innocent', 'i', 'did', 'not', 'want', 'to', 'hurt', 'anyone']","['feel', 'innocent', 'want', 'hurt', 'anyone']",feel innocent want hurt anyone
i feel better about myself almost tasting my success,joy,i feel better about myself almost tasting my success,"['i', 'feel', 'better', 'about', 'myself', 'almost', 'tasting', 'my', 'success']","['feel', 'better', 'almost', 'tasting', 'success']",feel better almost tasting success
i don t like feeling vulnerable or exposing all my worries and concerns mostly because i have felt the need to hold it together to be the strong one,fear,i don t like feeling vulnerable or exposing all my worries and concerns mostly because i have felt the need to hold it together to be the strong one,"['i', 'don', 't', 'like', 'feeling', 'vulnerable', 'or', 'exposing', 'all', 'my', 'worries', 'and', 'concerns', 'mostly', 'because', 'i', 'have', 'felt', 'the', 'need', 'to', 'hold', 'it', 'together', 'to', 'be', 'the', 'strong', 'one']","['like', 'feeling', 'vulnerable', 'exposing', 'worries', 'concerns', 'mostly', 'felt', 'need', 'hold', 'together', 'strong', 'one']",like feeling vulnerable exposing worries concerns mostly felt need hold together strong one
i always feel a little shy in those situations and then nervous that my shyness is making me seem aloof,fear,i always feel a little shy in those situations and then nervous that my shyness is making me seem aloof,"['i', 'always', 'feel', 'a', 'little', 'shy', 'in', 'those', 'situations', 'and', 'then', 'nervous', 'that', 'my', 'shyness', 'is', 'making', 'me', 'seem', 'aloof']","['always', 'feel', 'little', 'shy', 'situations', 'nervous', 'shyness', 'making', 'seem', 'aloof']",always feel little shy situations nervous shyness making seem aloof
i feel that the classroom is extremely dangerous,anger,i feel that the classroom is extremely dangerous,"['i', 'feel', 'that', 'the', 'classroom', 'is', 'extremely', 'dangerous']","['feel', 'classroom', 'extremely', 'dangerous']",feel classroom extremely dangerous
im feeling festive tonight,joy,im feeling festive tonight,"['im', 'feeling', 'festive', 'tonight']","['im', 'feeling', 'festive', 'tonight']",im feeling festive tonight
i fully enjoy music when i feel afraid using headphones,fear,i fully enjoy music when i feel afraid using headphones,"['i', 'fully', 'enjoy', 'music', 'when', 'i', 'feel', 'afraid', 'using', 'headphones']","['fully', 'enjoy', 'music', 'feel', 'afraid', 'using', 'headphones']",fully enjoy music feel afraid using headphones
i feel impatient to do a final post after four more weeks with tangible results so far its exciting to see how far the philips reaura can go in terms of firming and smoothing,anger,i feel impatient to do a final post after four more weeks with tangible results so far its exciting to see how far the philips reaura can go in terms of firming and smoothing,"['i', 'feel', 'impatient', 'to', 'do', 'a', 'final', 'post', 'after', 'four', 'more', 'weeks', 'with', 'tangible', 'results', 'so', 'far', 'its', 'exciting', 'to', 'see', 'how', 'far', 'the', 'philips', 'reaura', 'can', 'go', 'in', 'terms', 'of', 'firming', 'and', 'smoothing']","['feel', 'impatient', 'final', 'post', 'four', 'weeks', 'tangible', 'results', 'far', 'exciting', 'see', 'far', 'philips', 'reaura', 'go', 'terms', 'firming', 'smoothing']",feel impatient final post four weeks tangible results far exciting see far philips reaura go terms firming smoothing
i feel that being faithful isnt enough in your eyes,joy,i feel that being faithful isnt enough in your eyes,"['i', 'feel', 'that', 'being', 'faithful', 'isnt', 'enough', 'in', 'your', 'eyes']","['feel', 'faithful', 'isnt', 'enough', 'eyes']",feel faithful isnt enough eyes
i know is that right now i feel like i am still in th grade trying to be as useful as my little legs will let me be,joy,i know is that right now i feel like i am still in th grade trying to be as useful as my little legs will let me be,"['i', 'know', 'is', 'that', 'right', 'now', 'i', 'feel', 'like', 'i', 'am', 'still', 'in', 'th', 'grade', 'trying', 'to', 'be', 'as', 'useful', 'as', 'my', 'little', 'legs', 'will', 'let', 'me', 'be']","['know', 'right', 'feel', 'like', 'still', 'th', 'grade', 'trying', 'useful', 'little', 'legs', 'let']",know right feel like still th grade trying useful little legs let
i want to enjoy this and feel successful,joy,i want to enjoy this and feel successful,"['i', 'want', 'to', 'enjoy', 'this', 'and', 'feel', 'successful']","['want', 'enjoy', 'feel', 'successful']",want enjoy feel successful
i created my how to paint an owl e course with the intention of sharing the simple shape templates that i use to start my own owls so that others could easily create their own and not feel afraid to start on a blank canvas,fear,i created my how to paint an owl e course with the intention of sharing the simple shape templates that i use to start my own owls so that others could easily create their own and not feel afraid to start on a blank canvas,"['i', 'created', 'my', 'how', 'to', 'paint', 'an', 'owl', 'e', 'course', 'with', 'the', 'intention', 'of', 'sharing', 'the', 'simple', 'shape', 'templates', 'that', 'i', 'use', 'to', 'start', 'my', 'own', 'owls', 'so', 'that', 'others', 'could', 'easily', 'create', 'their', 'own', 'and', 'not', 'feel', 'afraid', 'to', 'start', 'on', 'a', 'blank', 'canvas']","['created', 'paint', 'owl', 'e', 'course', 'intention', 'sharing', 'simple', 'shape', 'templates', 'use', 'start', 'owls', 'others', 'could', 'easily', 'create', 'feel', 'afraid', 'start', 'blank', 'canvas']",created paint owl e course intention sharing simple shape templates use start owls others could easily create feel afraid start blank canvas
i feel radiant this morning,joy,i feel radiant this morning,"['i', 'feel', 'radiant', 'this', 'morning']","['feel', 'radiant', 'morning']",feel radiant morning
ill feel lively again,joy,ill feel lively again,"['ill', 'feel', 'lively', 'again']","['ill', 'feel', 'lively']",ill feel lively
i reply because they make me feel pretty,joy,i reply because they make me feel pretty,"['i', 'reply', 'because', 'they', 'make', 'me', 'feel', 'pretty']","['reply', 'make', 'feel', 'pretty']",reply make feel pretty
i sit here tonight i m pensive tense and feeling a little fearful,fear,i sit here tonight i m pensive tense and feeling a little fearful,"['i', 'sit', 'here', 'tonight', 'i', 'm', 'pensive', 'tense', 'and', 'feeling', 'a', 'little', 'fearful']","['sit', 'tonight', 'pensive', 'tense', 'feeling', 'little', 'fearful']",sit tonight pensive tense feeling little fearful
i tend to think that it kinda contributed to my medium intelligence and made me understand and feel things in a clever and sensible way in the visual arts field especially but i m always feeling that i m losing that more and more,joy,i tend to think that it kinda contributed to my medium intelligence and made me understand and feel things in a clever and sensible way in the visual arts field especially but i m always feeling that i m losing that more and more,"['i', 'tend', 'to', 'think', 'that', 'it', 'kinda', 'contributed', 'to', 'my', 'medium', 'intelligence', 'and', 'made', 'me', 'understand', 'and', 'feel', 'things', 'in', 'a', 'clever', 'and', 'sensible', 'way', 'in', 'the', 'visual', 'arts', 'field', 'especially', 'but', 'i', 'm', 'always', 'feeling', 'that', 'i', 'm', 'losing', 'that', 'more', 'and', 'more']","['tend', 'think', 'kinda', 'contributed', 'medium', 'intelligence', 'made', 'understand', 'feel', 'things', 'clever', 'sensible', 'way', 'visual', 'arts', 'field', 'especially', 'always', 'feeling', 'losing']",tend think kinda contributed medium intelligence made understand feel things clever sensible way visual arts field especially always feeling losing
i spoke with reported feeling dissassociated and dissatisfied with their human lives,anger,i spoke with reported feeling dissassociated and dissatisfied with their human lives,"['i', 'spoke', 'with', 'reported', 'feeling', 'dissassociated', 'and', 'dissatisfied', 'with', 'their', 'human', 'lives']","['spoke', 'reported', 'feeling', 'dissassociated', 'dissatisfied', 'human', 'lives']",spoke reported feeling dissassociated dissatisfied human lives
i feel really wronged in fact what hu jia did is good for society,anger,i feel really wronged in fact what hu jia did is good for society,"['i', 'feel', 'really', 'wronged', 'in', 'fact', 'what', 'hu', 'jia', 'did', 'is', 'good', 'for', 'society']","['feel', 'really', 'wronged', 'fact', 'hu', 'jia', 'good', 'society']",feel really wronged fact hu jia good society
i wonder how they would feel if someone was screaming at them and then saying horribly rude things behind their back later,anger,i wonder how they would feel if someone was screaming at them and then saying horribly rude things behind their back later,"['i', 'wonder', 'how', 'they', 'would', 'feel', 'if', 'someone', 'was', 'screaming', 'at', 'them', 'and', 'then', 'saying', 'horribly', 'rude', 'things', 'behind', 'their', 'back', 'later']","['wonder', 'would', 'feel', 'someone', 'screaming', 'saying', 'horribly', 'rude', 'things', 'behind', 'back', 'later']",wonder would feel someone screaming saying horribly rude things behind back later
i have a feeling this month is going to have some damn cool things in store,joy,i have a feeling this month is going to have some damn cool things in store,"['i', 'have', 'a', 'feeling', 'this', 'month', 'is', 'going', 'to', 'have', 'some', 'damn', 'cool', 'things', 'in', 'store']","['feeling', 'month', 'going', 'damn', 'cool', 'things', 'store']",feeling month going damn cool things store
i feel tortured being a person because no one in the world even think im somebody i wish there will be somebody out there wishing is just a waste of time though i dream too for somebody but its just the same tortured,fear,i feel tortured being a person because no one in the world even think im somebody i wish there will be somebody out there wishing is just a waste of time though i dream too for somebody but its just the same tortured,"['i', 'feel', 'tortured', 'being', 'a', 'person', 'because', 'no', 'one', 'in', 'the', 'world', 'even', 'think', 'im', 'somebody', 'i', 'wish', 'there', 'will', 'be', 'somebody', 'out', 'there', 'wishing', 'is', 'just', 'a', 'waste', 'of', 'time', 'though', 'i', 'dream', 'too', 'for', 'somebody', 'but', 'its', 'just', 'the', 'same', 'tortured']","['feel', 'tortured', 'person', 'one', 'world', 'even', 'think', 'im', 'somebody', 'wish', 'somebody', 'wishing', 'waste', 'time', 'though', 'dream', 'somebody', 'tortured']",feel tortured person one world even think im somebody wish somebody wishing waste time though dream somebody tortured
staying alone in the biology building after the dark,fear,staying alone in the biology building after the dark,"['staying', 'alone', 'in', 'the', 'biology', 'building', 'after', 'the', 'dark']","['staying', 'alone', 'biology', 'building', 'dark']",staying alone biology building dark
im feeling a little grumpy today with the lame weather tease we got over the weekend,anger,im feeling a little grumpy today with the lame weather tease we got over the weekend,"['im', 'feeling', 'a', 'little', 'grumpy', 'today', 'with', 'the', 'lame', 'weather', 'tease', 'we', 'got', 'over', 'the', 'weekend']","['im', 'feeling', 'little', 'grumpy', 'today', 'lame', 'weather', 'tease', 'got', 'weekend']",im feeling little grumpy today lame weather tease got weekend
i feel glad to have my little blog to share with you the dangers i see on the path ahead,joy,i feel glad to have my little blog to share with you the dangers i see on the path ahead,"['i', 'feel', 'glad', 'to', 'have', 'my', 'little', 'blog', 'to', 'share', 'with', 'you', 'the', 'dangers', 'i', 'see', 'on', 'the', 'path', 'ahead']","['feel', 'glad', 'little', 'blog', 'share', 'dangers', 'see', 'path', 'ahead']",feel glad little blog share dangers see path ahead
i have a feeling my view isnt going to be very popular and thats fine,joy,i have a feeling my view isnt going to be very popular and thats fine,"['i', 'have', 'a', 'feeling', 'my', 'view', 'isnt', 'going', 'to', 'be', 'very', 'popular', 'and', 'thats', 'fine']","['feeling', 'view', 'isnt', 'going', 'popular', 'thats', 'fine']",feeling view isnt going popular thats fine
i was feeling nervous sure just like anyone else would be in my position,fear,i was feeling nervous sure just like anyone else would be in my position,"['i', 'was', 'feeling', 'nervous', 'sure', 'just', 'like', 'anyone', 'else', 'would', 'be', 'in', 'my', 'position']","['feeling', 'nervous', 'sure', 'like', 'anyone', 'else', 'would', 'position']",feeling nervous sure like anyone else would position
i also get to feel proud of my weight loss which when completed in a few months time i will have lost around kg which is approx pounds,joy,i also get to feel proud of my weight loss which when completed in a few months time i will have lost around kg which is approx pounds,"['i', 'also', 'get', 'to', 'feel', 'proud', 'of', 'my', 'weight', 'loss', 'which', 'when', 'completed', 'in', 'a', 'few', 'months', 'time', 'i', 'will', 'have', 'lost', 'around', 'kg', 'which', 'is', 'approx', 'pounds']","['also', 'get', 'feel', 'proud', 'weight', 'loss', 'completed', 'months', 'time', 'lost', 'around', 'kg', 'approx', 'pounds']",also get feel proud weight loss completed months time lost around kg approx pounds
i could feel myself hit this strange foggy wall,fear,i could feel myself hit this strange foggy wall,"['i', 'could', 'feel', 'myself', 'hit', 'this', 'strange', 'foggy', 'wall']","['could', 'feel', 'hit', 'strange', 'foggy', 'wall']",could feel hit strange foggy wall
i guess i would feel more like joseph with walt trusting me to care for mother and over the finances which he did six months before he died there are times i want to defend my self but god makes me be quiet,joy,i guess i would feel more like joseph with walt trusting me to care for mother and over the finances which he did six months before he died there are times i want to defend my self but god makes me be quiet,"['i', 'guess', 'i', 'would', 'feel', 'more', 'like', 'joseph', 'with', 'walt', 'trusting', 'me', 'to', 'care', 'for', 'mother', 'and', 'over', 'the', 'finances', 'which', 'he', 'did', 'six', 'months', 'before', 'he', 'died', 'there', 'are', 'times', 'i', 'want', 'to', 'defend', 'my', 'self', 'but', 'god', 'makes', 'me', 'be', 'quiet']","['guess', 'would', 'feel', 'like', 'joseph', 'walt', 'trusting', 'care', 'mother', 'finances', 'six', 'months', 'died', 'times', 'want', 'defend', 'self', 'god', 'makes', 'quiet']",guess would feel like joseph walt trusting care mother finances six months died times want defend self god makes quiet
i feel the need to emphasize these things at the moment because of how grumpy i have been this last week,anger,i feel the need to emphasize these things at the moment because of how grumpy i have been this last week,"['i', 'feel', 'the', 'need', 'to', 'emphasize', 'these', 'things', 'at', 'the', 'moment', 'because', 'of', 'how', 'grumpy', 'i', 'have', 'been', 'this', 'last', 'week']","['feel', 'need', 'emphasize', 'things', 'moment', 'grumpy', 'last', 'week']",feel need emphasize things moment grumpy last week
i don t like the idea that women in the entertainment industry especially in pop music may feel pressured to turn themselves into hypersexual tartlets but i get the feeling that rihanna isn t being provocative because she feels she has to,fear,i don t like the idea that women in the entertainment industry especially in pop music may feel pressured to turn themselves into hypersexual tartlets but i get the feeling that rihanna isn t being provocative because she feels she has to,"['i', 'don', 't', 'like', 'the', 'idea', 'that', 'women', 'in', 'the', 'entertainment', 'industry', 'especially', 'in', 'pop', 'music', 'may', 'feel', 'pressured', 'to', 'turn', 'themselves', 'into', 'hypersexual', 'tartlets', 'but', 'i', 'get', 'the', 'feeling', 'that', 'rihanna', 'isn', 't', 'being', 'provocative', 'because', 'she', 'feels', 'she', 'has', 'to']","['like', 'idea', 'women', 'entertainment', 'industry', 'especially', 'pop', 'music', 'may', 'feel', 'pressured', 'turn', 'hypersexual', 'tartlets', 'get', 'feeling', 'rihanna', 'provocative', 'feels']",like idea women entertainment industry especially pop music may feel pressured turn hypersexual tartlets get feeling rihanna provocative feels
i feel the eyes on me the hateful eyes on the other side of the glass that belong to the family members of my beautiful victims,anger,i feel the eyes on me the hateful eyes on the other side of the glass that belong to the family members of my beautiful victims,"['i', 'feel', 'the', 'eyes', 'on', 'me', 'the', 'hateful', 'eyes', 'on', 'the', 'other', 'side', 'of', 'the', 'glass', 'that', 'belong', 'to', 'the', 'family', 'members', 'of', 'my', 'beautiful', 'victims']","['feel', 'eyes', 'hateful', 'eyes', 'side', 'glass', 'belong', 'family', 'members', 'beautiful', 'victims']",feel eyes hateful eyes side glass belong family members beautiful victims
i spend time dating or attempting to date only to end up feeling confused,fear,i spend time dating or attempting to date only to end up feeling confused,"['i', 'spend', 'time', 'dating', 'or', 'attempting', 'to', 'date', 'only', 'to', 'end', 'up', 'feeling', 'confused']","['spend', 'time', 'dating', 'attempting', 'date', 'end', 'feeling', 'confused']",spend time dating attempting date end feeling confused
i first held my scotty i knew i was in love with my high priced bundle of joy but i couldnt help feeling apprehensive about what the time to come holds,fear,i first held my scotty i knew i was in love with my high priced bundle of joy but i couldnt help feeling apprehensive about what the time to come holds,"['i', 'first', 'held', 'my', 'scotty', 'i', 'knew', 'i', 'was', 'in', 'love', 'with', 'my', 'high', 'priced', 'bundle', 'of', 'joy', 'but', 'i', 'couldnt', 'help', 'feeling', 'apprehensive', 'about', 'what', 'the', 'time', 'to', 'come', 'holds']","['first', 'held', 'scotty', 'knew', 'love', 'high', 'priced', 'bundle', 'joy', 'couldnt', 'help', 'feeling', 'apprehensive', 'time', 'come', 'holds']",first held scotty knew love high priced bundle joy couldnt help feeling apprehensive time come holds
im feeling in my heart to make my list of things that i am thankful for,joy,im feeling in my heart to make my list of things that i am thankful for,"['im', 'feeling', 'in', 'my', 'heart', 'to', 'make', 'my', 'list', 'of', 'things', 'that', 'i', 'am', 'thankful', 'for']","['im', 'feeling', 'heart', 'make', 'list', 'things', 'thankful']",im feeling heart make list things thankful
i dont know how to explain it very well its like i am happily bobbing along exploring an abstract universe all on my own but when i make contact with something i get excited and happy and i feel satisfied like ive formed a special bond with whatever ive encountered,joy,i dont know how to explain it very well its like i am happily bobbing along exploring an abstract universe all on my own but when i make contact with something i get excited and happy and i feel satisfied like ive formed a special bond with whatever ive encountered,"['i', 'dont', 'know', 'how', 'to', 'explain', 'it', 'very', 'well', 'its', 'like', 'i', 'am', 'happily', 'bobbing', 'along', 'exploring', 'an', 'abstract', 'universe', 'all', 'on', 'my', 'own', 'but', 'when', 'i', 'make', 'contact', 'with', 'something', 'i', 'get', 'excited', 'and', 'happy', 'and', 'i', 'feel', 'satisfied', 'like', 'ive', 'formed', 'a', 'special', 'bond', 'with', 'whatever', 'ive', 'encountered']","['dont', 'know', 'explain', 'well', 'like', 'happily', 'bobbing', 'along', 'exploring', 'abstract', 'universe', 'make', 'contact', 'something', 'get', 'excited', 'happy', 'feel', 'satisfied', 'like', 'ive', 'formed', 'special', 'bond', 'whatever', 'ive', 'encountered']",dont know explain well like happily bobbing along exploring abstract universe make contact something get excited happy feel satisfied like ive formed special bond whatever ive encountered
i talk about in this essay is that people feel differently about poetry when they re angry or sad,anger,i talk about in this essay is that people feel differently about poetry when they re angry or sad,"['i', 'talk', 'about', 'in', 'this', 'essay', 'is', 'that', 'people', 'feel', 'differently', 'about', 'poetry', 'when', 'they', 're', 'angry', 'or', 'sad']","['talk', 'essay', 'people', 'feel', 'differently', 'poetry', 'angry', 'sad']",talk essay people feel differently poetry angry sad
i get giddy over feeling elegant in a perfectly fitted pencil skirt,joy,i get giddy over feeling elegant in a perfectly fitted pencil skirt,"['i', 'get', 'giddy', 'over', 'feeling', 'elegant', 'in', 'a', 'perfectly', 'fitted', 'pencil', 'skirt']","['get', 'giddy', 'feeling', 'elegant', 'perfectly', 'fitted', 'pencil', 'skirt']",get giddy feeling elegant perfectly fitted pencil skirt
i feel so special when im wearing this front,joy,i feel so special when im wearing this front,"['i', 'feel', 'so', 'special', 'when', 'im', 'wearing', 'this', 'front']","['feel', 'special', 'im', 'wearing', 'front']",feel special im wearing front
i may pour out the half empty cup here i will still be making significantly less than i was making at the age of fresh out of college is an entire dollar and some change more an hour which feels like sweet desperate progress,joy,i may pour out the half empty cup here i will still be making significantly less than i was making at the age of fresh out of college is an entire dollar and some change more an hour which feels like sweet desperate progress,"['i', 'may', 'pour', 'out', 'the', 'half', 'empty', 'cup', 'here', 'i', 'will', 'still', 'be', 'making', 'significantly', 'less', 'than', 'i', 'was', 'making', 'at', 'the', 'age', 'of', 'fresh', 'out', 'of', 'college', 'is', 'an', 'entire', 'dollar', 'and', 'some', 'change', 'more', 'an', 'hour', 'which', 'feels', 'like', 'sweet', 'desperate', 'progress']","['may', 'pour', 'half', 'empty', 'cup', 'still', 'making', 'significantly', 'less', 'making', 'age', 'fresh', 'college', 'entire', 'dollar', 'change', 'hour', 'feels', 'like', 'sweet', 'desperate', 'progress']",may pour half empty cup still making significantly less making age fresh college entire dollar change hour feels like sweet desperate progress
i posted this lovely picture on instagram and was feeling slightly rebellious walking on that plane feeling,anger,i posted this lovely picture on instagram and was feeling slightly rebellious walking on that plane feeling,"['i', 'posted', 'this', 'lovely', 'picture', 'on', 'instagram', 'and', 'was', 'feeling', 'slightly', 'rebellious', 'walking', 'on', 'that', 'plane', 'feeling']","['posted', 'lovely', 'picture', 'instagram', 'feeling', 'slightly', 'rebellious', 'walking', 'plane', 'feeling']",posted lovely picture instagram feeling slightly rebellious walking plane feeling
ive predicted angle to win and im feeling slightly less grumpy than when i wrote that lets say that gallows wins clean here to keep things tight,anger,ive predicted angle to win and im feeling slightly less grumpy than when i wrote that lets say that gallows wins clean here to keep things tight,"['ive', 'predicted', 'angle', 'to', 'win', 'and', 'im', 'feeling', 'slightly', 'less', 'grumpy', 'than', 'when', 'i', 'wrote', 'that', 'lets', 'say', 'that', 'gallows', 'wins', 'clean', 'here', 'to', 'keep', 'things', 'tight']","['ive', 'predicted', 'angle', 'win', 'im', 'feeling', 'slightly', 'less', 'grumpy', 'wrote', 'lets', 'say', 'gallows', 'wins', 'clean', 'keep', 'things', 'tight']",ive predicted angle win im feeling slightly less grumpy wrote lets say gallows wins clean keep things tight
i need nine hours but it s true and if i get less even seven hours which is supposed to be the norm and which some people consider a lot i feel grumpy unhappy and seriously unmotivated,anger,i need nine hours but it s true and if i get less even seven hours which is supposed to be the norm and which some people consider a lot i feel grumpy unhappy and seriously unmotivated,"['i', 'need', 'nine', 'hours', 'but', 'it', 's', 'true', 'and', 'if', 'i', 'get', 'less', 'even', 'seven', 'hours', 'which', 'is', 'supposed', 'to', 'be', 'the', 'norm', 'and', 'which', 'some', 'people', 'consider', 'a', 'lot', 'i', 'feel', 'grumpy', 'unhappy', 'and', 'seriously', 'unmotivated']","['need', 'nine', 'hours', 'true', 'get', 'less', 'even', 'seven', 'hours', 'supposed', 'norm', 'people', 'consider', 'lot', 'feel', 'grumpy', 'unhappy', 'seriously', 'unmotivated']",need nine hours true get less even seven hours supposed norm people consider lot feel grumpy unhappy seriously unmotivated
i almost feel greedy for believing that i want so much,anger,i almost feel greedy for believing that i want so much,"['i', 'almost', 'feel', 'greedy', 'for', 'believing', 'that', 'i', 'want', 'so', 'much']","['almost', 'feel', 'greedy', 'believing', 'want', 'much']",almost feel greedy believing want much
i was feeling really emotionally distraught and unable to concentrate,fear,i was feeling really emotionally distraught and unable to concentrate,"['i', 'was', 'feeling', 'really', 'emotionally', 'distraught', 'and', 'unable', 'to', 'concentrate']","['feeling', 'really', 'emotionally', 'distraught', 'unable', 'concentrate']",feeling really emotionally distraught unable concentrate
i grabbed him by the collar and pulled him against me in a passionate tonguey kiss feeling his long member slide between my waiting ass cheeks as it pulsed on the frantic bud of my clit,fear,i grabbed him by the collar and pulled him against me in a passionate tonguey kiss feeling his long member slide between my waiting ass cheeks as it pulsed on the frantic bud of my clit,"['i', 'grabbed', 'him', 'by', 'the', 'collar', 'and', 'pulled', 'him', 'against', 'me', 'in', 'a', 'passionate', 'tonguey', 'kiss', 'feeling', 'his', 'long', 'member', 'slide', 'between', 'my', 'waiting', 'ass', 'cheeks', 'as', 'it', 'pulsed', 'on', 'the', 'frantic', 'bud', 'of', 'my', 'clit']","['grabbed', 'collar', 'pulled', 'passionate', 'tonguey', 'kiss', 'feeling', 'long', 'member', 'slide', 'waiting', 'ass', 'cheeks', 'pulsed', 'frantic', 'bud', 'clit']",grabbed collar pulled passionate tonguey kiss feeling long member slide waiting ass cheeks pulsed frantic bud clit
i feel threatened i feel fear,fear,i feel threatened i feel fear,"['i', 'feel', 'threatened', 'i', 'feel', 'fear']","['feel', 'threatened', 'feel', 'fear']",feel threatened feel fear
i feel even more pressured to cook healthy meals and not eat out do thorough preschool lessons with my boys keep the house spotless exercise serve the church and community and be a happy loving wife at all times,fear,i feel even more pressured to cook healthy meals and not eat out do thorough preschool lessons with my boys keep the house spotless exercise serve the church and community and be a happy loving wife at all times,"['i', 'feel', 'even', 'more', 'pressured', 'to', 'cook', 'healthy', 'meals', 'and', 'not', 'eat', 'out', 'do', 'thorough', 'preschool', 'lessons', 'with', 'my', 'boys', 'keep', 'the', 'house', 'spotless', 'exercise', 'serve', 'the', 'church', 'and', 'community', 'and', 'be', 'a', 'happy', 'loving', 'wife', 'at', 'all', 'times']","['feel', 'even', 'pressured', 'cook', 'healthy', 'meals', 'eat', 'thorough', 'preschool', 'lessons', 'boys', 'keep', 'house', 'spotless', 'exercise', 'serve', 'church', 'community', 'happy', 'loving', 'wife', 'times']",feel even pressured cook healthy meals eat thorough preschool lessons boys keep house spotless exercise serve church community happy loving wife times
i loved a person and he went away it wasnt necessary that he left me to reach his goals,anger,i loved a person and he went away it wasnt necessary that he left me to reach his goals,"['i', 'loved', 'a', 'person', 'and', 'he', 'went', 'away', 'it', 'wasnt', 'necessary', 'that', 'he', 'left', 'me', 'to', 'reach', 'his', 'goals']","['loved', 'person', 'went', 'away', 'wasnt', 'necessary', 'left', 'reach', 'goals']",loved person went away wasnt necessary left reach goals
i feel bitter to see what i ve become,anger,i feel bitter to see what i ve become,"['i', 'feel', 'bitter', 'to', 'see', 'what', 'i', 've', 'become']","['feel', 'bitter', 'see', 'become']",feel bitter see become
i feel soooo impatient,anger,i feel soooo impatient,"['i', 'feel', 'soooo', 'impatient']","['feel', 'soooo', 'impatient']",feel soooo impatient
i love how i can feel totally distressed and hopeless but when i put on a bright eyes record or something all of a sudden i have this realization that there is more to life than the shit i worry about,fear,i love how i can feel totally distressed and hopeless but when i put on a bright eyes record or something all of a sudden i have this realization that there is more to life than the shit i worry about,"['i', 'love', 'how', 'i', 'can', 'feel', 'totally', 'distressed', 'and', 'hopeless', 'but', 'when', 'i', 'put', 'on', 'a', 'bright', 'eyes', 'record', 'or', 'something', 'all', 'of', 'a', 'sudden', 'i', 'have', 'this', 'realization', 'that', 'there', 'is', 'more', 'to', 'life', 'than', 'the', 'shit', 'i', 'worry', 'about']","['love', 'feel', 'totally', 'distressed', 'hopeless', 'put', 'bright', 'eyes', 'record', 'something', 'sudden', 'realization', 'life', 'shit', 'worry']",love feel totally distressed hopeless put bright eyes record something sudden realization life shit worry
i almost feel greedy with my rd child when so many people i know are working so hard for or,anger,i almost feel greedy with my rd child when so many people i know are working so hard for or,"['i', 'almost', 'feel', 'greedy', 'with', 'my', 'rd', 'child', 'when', 'so', 'many', 'people', 'i', 'know', 'are', 'working', 'so', 'hard', 'for', 'or']","['almost', 'feel', 'greedy', 'rd', 'child', 'many', 'people', 'know', 'working', 'hard']",almost feel greedy rd child many people know working hard
i love this because to me it should leave the reader feeling confused and slightly deceived,fear,i love this because to me it should leave the reader feeling confused and slightly deceived,"['i', 'love', 'this', 'because', 'to', 'me', 'it', 'should', 'leave', 'the', 'reader', 'feeling', 'confused', 'and', 'slightly', 'deceived']","['love', 'leave', 'reader', 'feeling', 'confused', 'slightly', 'deceived']",love leave reader feeling confused slightly deceived
i do know the main reason i feel like i m losing myself unsure if i ll ever get those pieces back but i m not quite ready to talk about that just yet,fear,i do know the main reason i feel like i m losing myself unsure if i ll ever get those pieces back but i m not quite ready to talk about that just yet,"['i', 'do', 'know', 'the', 'main', 'reason', 'i', 'feel', 'like', 'i', 'm', 'losing', 'myself', 'unsure', 'if', 'i', 'll', 'ever', 'get', 'those', 'pieces', 'back', 'but', 'i', 'm', 'not', 'quite', 'ready', 'to', 'talk', 'about', 'that', 'just', 'yet']","['know', 'main', 'reason', 'feel', 'like', 'losing', 'unsure', 'ever', 'get', 'pieces', 'back', 'quite', 'ready', 'talk', 'yet']",know main reason feel like losing unsure ever get pieces back quite ready talk yet
i feel so uncertain about the decade ahead,fear,i feel so uncertain about the decade ahead,"['i', 'feel', 'so', 'uncertain', 'about', 'the', 'decade', 'ahead']","['feel', 'uncertain', 'decade', 'ahead']",feel uncertain decade ahead
i feel anxious and worry just in case i dont understand the customers problems,fear,i feel anxious and worry just in case i dont understand the customers problems,"['i', 'feel', 'anxious', 'and', 'worry', 'just', 'in', 'case', 'i', 'dont', 'understand', 'the', 'customers', 'problems']","['feel', 'anxious', 'worry', 'case', 'dont', 'understand', 'customers', 'problems']",feel anxious worry case dont understand customers problems
i feel deeply and truly content,joy,i feel deeply and truly content,"['i', 'feel', 'deeply', 'and', 'truly', 'content']","['feel', 'deeply', 'truly', 'content']",feel deeply truly content
im feeling rushed and like i should have planned certain things this summer that i can no longer do,anger,im feeling rushed and like i should have planned certain things this summer that i can no longer do,"['im', 'feeling', 'rushed', 'and', 'like', 'i', 'should', 'have', 'planned', 'certain', 'things', 'this', 'summer', 'that', 'i', 'can', 'no', 'longer', 'do']","['im', 'feeling', 'rushed', 'like', 'planned', 'certain', 'things', 'summer', 'longer']",im feeling rushed like planned certain things summer longer
